journal_entry_id,line_description,gl_account_number,debit_amount,credit_amount
35970,CARLOS TELLEZ,6070018.0,,582.857.76 
35970,ENRIQUE UGALDE REBOLLO,6070025.0,,475.357.76 
35970,PERDIDAS Y GANANCIAS     ,1290000.0,3.050.00 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,42.525.00 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,517.142.31 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,108.971.55 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,475.357.73 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,1.954.35 
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,86.728.00 
35970,CELLNEX TELECOM. S.A..,7050094.0,570.000.00 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,570.000.00 
35970,STJ ADVISORS GROUP LIMITED,7050118.0,135.000.00 ,
35970,INDRA SISTEMAS. S.A.,7050140.0,1.250.349.41 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,1.250.349.41 
35970,CORPORACION HIJOS DE RIVERA. S.L.,7050147.0,60.000.00 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,48.750.00 
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,60.000.00 
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,41.666.66 
35970,BCNonwovens. S.L.,7050179.0,830.000.00 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,830.000.00 
35970,VAN VOLLENHOVEN. IVO,7050536.0,296.285.36 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,100.000.00 
35970,ACERINOX. S.A.,7050189.0,300.000.00 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,300.000.00 
35970,JIMENEZ SAIZ. CARLOS,7050193.0,48.750.00 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,48.750.00 
35970,PANCRACIO CHOCOLATES. S.A.,7050169.0,41.666.66 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,500.000.00 
35970,WINDAR CORPORATE. S.L.,7050394.0,25.000.00 ,
35970,PRESTACION DE SERVICIOS  ,7050000.0,86.728.00 ,
35970,CORRAL RUBIO. JOSE ANTONIO,7050194.0,48.750.00 ,
35970,ANTONIO PUIG. S.A.,7050180.0,100.000.00 ,
35970,WAMOS AIR. S.A.,7050379.0,500.000.00 ,
35970,ERNST & YOUNG SERVICIOS CORPORATIVOS. S.L.,7050199.0,2.100.00 ,
35970,TEMPLUS CENTROS DE DATOS. S.L.,7050198.0,150.000.00 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,2.100.00 
35970,BIPADOSA. S.L.,7050200.0,98.025.64 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,98.025.64 
35970,SYNERGYM HOLDING. S.L.,7050201.0,1.344.436.83 ,
35970,PROPAMSA. S.A.,7050202.0,80.000.00 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,80.000.00 
35970,SHY. SAS,7050203.0,3.506.776.35 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,150.000.00 
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,3.506.776.35 
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,1.344.436.83 
35970,CASACUBERTA VILLAMIL. .SL.,7050205.0,75.000.00 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,75.000.00 
35970,PUIG BRANDS. S.A.,7050206.0,15.000.00 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,15.000.00 
35970,SEGURO MEDICO EMPLEADOS,6250001.0,1.954.35 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,50.000.00 
35970,ENCE ENERGIA Y CELULOSA. S.A.,7050378.0,60.000.00 ,
35970,CYNARA EU. S.L.U.,7050204.0,90.000.00 ,
35970,PERDIDAS Y GANANCIAS     ,1290000.0,,60.000.00 
35971,JUAN GONZALEZ PEDROL,4100436.0,318.000.00 ,
35971,VB GLOBAL GROUP. S.L.,4100402.0,1.964.05 ,
35971,ENRIQUE UGALDE,5510110.0,155.358.00 ,
35971,MOMNOON ECOFF. S.L.,4000734.0,355.30 ,
35971,CHENGDU ZHIBOQI WANGLUOKEJI YOUXIANGONGSI,4000737.0,23.52 ,
35971,BOLETIN OFICIAL DEL ESTADO,4100021.0,87.83 ,
35971,CARLOS TELLEZ ISLA,4100018.0,294.150.00 ,
35971,WAMOS AIR. S.A.,4300379.0,,605.000.00 
35971,FRANCISCO BOADA ROS,4100366.0,180.199.98 ,
35971,ENCE ENERGIA Y CELULOSA. S.A.,4300378.0,,72.600.00 
35971,ENGEL ENERGY. S.L.,4300397.0,,605.000.00 
35971,MORISON ACPM AUDITORES. S.L.P.,4000824.0,27.00 ,
35971,TFM TELEFONIA FABRICACION Y MANTENIMIENTO,4100403.0,124.70 ,
35971,CELLNEX TELECOM. S.A.,4300094.0,,689.700.00 
35971,XAVIER ESCUDERO RAFAS,4100009.0,318.000.00 ,
35971,VICTOR MATA,5510200.0,155.358.00 ,
35971,F.BOADA,5510800.0,77.679.00 ,
35971,WEON 2024. S.L.,4300398.0,,169.400.00 
35971,CARLOS TELLEZ,5510600.0,155.358.00 ,
35971,FACTURAS PENDIENTES DE RECIBIR,4009000.0,116.708.36 ,
35971,ANTICIPOS A PROVEEDORES  ,4070000.0,,60.50 
35971,REGISTRO MERCANTIL DE MADRID,4100003.0,312.46 ,
35971,LUCAFOUR,5510400.0,1.465.900.00 ,
35971,VICTOR MATA BATLLE,4100011.0,206.700.00 ,
35971,FERNANDO SEBASTIAN SANZ,4100016.0,294.150.00 ,
35971,UNIQLO EUROPE. LTD,4000835.0,,354.60 
35971,TINTORERIA ROMA. S.L.,4000789.0,,84.00 
35971,SILVIA COLLADO,5510150.0,22.194.00 ,
35971,JAVIER JULIA,5510130.0,77.679.00 ,
35971,ENRIQUE SALAMERO,5510160.0,77.679.00 ,
35971,FERNANDO SEBASTIAN,5510700.0,155.358.00 ,
35971,GRUPO LAR INVESIONES INMOBILIARIAS. S.A.,4300533.0,,2.814.006.25 
35971,SHENZHENSI DESAIKEJI YOUXIANGONGSI LONGFENGYILU,4000736.0,10.31 ,
35971,FITNESS BIDCO. S.L.,4300235.0,,30.250.00 
35971,IBEROLACTAL IMPORT-EXPORT. S.L.,4000842.0,80.96 ,
35971,PARTIDAS PTES.APLICACION ,5550000.0,,5.39 
35971,LA CAIXA 81270,5720700.0,,10.684.435.55 
35971,AMORTIZ.ACUM.INMOV.MATER.,2810000.0,704.111.44 ,
35971,REMUNERAC.PENDIENTES PAGO,4650000.0,,364.98 
35971,SYNERGYM HOLDING. S.L.,4300201.0,,1.018.820.00 
35971,CORRAL RUBIO. JOSE ANTONIO,4300194.0,,12.100.00 
35971,ACERINOX. S.A.,4300189.0,,30.250.00 
35971,PANCRACIO CHOCOLATES. S.A.,4300169.0,,30.250.00 
35971,INDRA SISTEMAS. S.A.,4300140.0,,1.512.922.79 
35971,STJ ADVISORS GROUP LIMITED,4300118.0,,22.499.91 
35971,LYRECO ESPAÑA..S.A.,4100111.0,373.92 ,
35971,SEMOLA RESTAURACION. S.L.,4100127.0,961.10 ,
35971,INMOBILIARIA COLONIAL. S.A.,4100186.0,,47.74 
35971,COLEGIO DE REGISTRADORES,4100188.0,449.84 ,
35971,LUCAYA FORCADA. FRANCISCO JORGE,4100189.0,726.100.00 ,
35971,BRUSI CATERING,4100208.0,3.811.33 ,
35971,IDILIA FOODS. S.L.,4300535.0,,1.633.500.00 
35971,SHENZHENSHI LINGESHENG DIANZISHANGWU,4000717.0,19.38 ,
35971,ENRIQUE UGALDE REBOLLO,4100025.0,180.200.00 ,
35971,NEXXUS IBERIA PRIVATE EQUITY FUND I. F.C.R.,4300542.0,,0.02 
35971,EDP. S.A.,4300544.0,,22.500.00 
35971,FACTURAS PENDIENTES FORMALIZAR,4400009.0,,86.728.00 
35971,SIMON. S.A.U.,4300534.0,,18.150.00 
35971,ACERINOX Factura pendiente formalizar,4400189.0,,25.000.00 
35971,PUIG BRANDS. S.A.,4300206.0,,18.150.00 
35971,CASACUBERTA VILLAMIL. S.L.,4300205.0,,90.750.00 
35971,PROPAMSA. S.A.,4300202.0,,48.400.00 
35971,JAVIER JULIA CORUJO,4100365.0,180.199.98 ,
35971,ENRIQUE SALAMERO LAORDEN,4100364.0,249.099.98 ,
35971,AFI,4100215.0,4.204.44 ,
35971,HV RECOGNITION LIMITED,4000719.0,2.950.00 ,
35971,PROVEEDORES VARIOS,4005000.0,,2.602.29 
35971,JIEYANGSHIJIEDONGQXICHANZHENYANGYEWUJINWANGDIAN,4000735.0,13.86 ,
35971,GARCIA RUIZ. DANIEL,4000859.0,1.016.40 ,
35971,INVER.FINAN.P.(ACCIONES) ,2500000.0,,48.000.00 
35971,GRANSOLAR HOLDING SL,2500003.0,,204.111.70 
35971,GRUPO KENTA,2500004.0,,1.015.639.59 
35971,LLORENTE Y CUENCA MADRID. S.L.,4000521.0,8.771.69 ,
35971,HDA.P.RETENCIONES NO RESIDENTES,4751500.0,7.900.00 ,
35971,FIANZA PARKING (JOSEL),2600007.0,,2.170.22 
35971,HDA.P.ACREEDORA RETENCIONES EN ESPECIE,4751100.0,146.34 ,
35971,AMORTIZ.ACUM.INMOV.INMAT.,2800000.0,117.439.61 ,
35971,XAVIER ESCUDERO,5510100.0,155.358.00 ,
35971,HDA.P.ACREEDORA POR IVA  ,4750000.0,801.801.93 ,
35971,SPEAR INVESTMENTS I.B.V.,2500006.0,,3.500.000.00 
35971,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009.0,,5.286.67 
35971,HDA.P.IVA SOPORTADO      ,4720000.0,30.92 ,
35971,CUENTAS CON SOCIOS       ,5510000.0,18.50 ,
35971,CRETIDO A QEV TECHNOLOGIES,5420001.0,,75.000.00 
35971,HP Deudora devolución Imp Sociedades 2022,4709022.0,,0.01 
35971,MAD T1 CAR 2017. S.L.,4000686.0,35.77 ,
35971,HDA. P.ACREED.RETENCIONES,4751000.0,1.161.760.76 ,
35971,SEIDOR CONSULTING,4000537.0,1.960.20 ,
35971,PORTIER EATS SPAIN. S.L.,4000647.0,15.29 ,
35971,ETAILERS ECOMMERCE. S.L.,4000685.0,,75.60 
35971,HDA.P. RETENCION PROFESIONALES,4751300.0,459.940.95 ,
35971,Reserva de Capitalización 2022,1145022.0,535.773.41 ,
35971,TELEFONOS MOVILES,2170001.0,,610.74 
35971,RESERVAS VOLUNTARIAS     ,1130000.0,16.747.986.64 ,
35971,PRIMA DE EMISION         ,1100000.0,56.600.70 ,
35971,CAPITAL SOCIAL           ,1000000.0,3.557.10 ,
35971,Crédito Participativo AZ CAPILTAL SPEAR I,2520001.0,,17.687.71 
35971,AMORTIZ.ACUM.EQUIP.INFORM,2817000.0,51.576.14 ,
35971,FIANZA OFICINA DE BARCELONA,2600001.0,,32.480.00 
35971,Fianza Fortuny. 6,2600006.0,,66.460.00 
35971,RESERVA LEGAL            ,1120000.0,704.52 ,
35971,EQUIPOS PROCESOS INFORM. ,2170000.0,,119.999.34 
35971,AZNAR DE LA HAZA. JUAN,4000860.0,12.74 ,
35971,OTRAS INSTALACIONES      ,2150000.0,,854.010.34 
35971,CHOFERENDRIVER. S.L.,4000845.0,143.00 ,
35971,AMAZON BUSINESS EU. S.A.R.L Sucursal en España,4000844.0,199.52 ,
35971,Pendiente de cobro venta GRUPO GRANSOLAR,4400504.0,,93.482.91 
35971,KEONN TECHNOLOGIES. S.L.,4300399.0,,59.128.28 
35971,QEV TECHNOLOGIES,5210001.0,75.000.00 ,
35971,PMC GRUP,4000208.0,46.89 ,
35971,GASTOS ANTICIPADOS       ,4800000.0,,2.000.00 
35971,IMP.SOBRE BENEF.DIFERIDO ,4790000.0,15.191.64 ,
35971,ORGAN.S.SOCIAL ACREEDORES,4760000.0,104.866.40 ,
35971,HDA.P.ACREED.I.SOCIEDADES,4752000.0,186.158.97 ,
35971,CXIOME ESPAÑA. S.A.,4000169.0,21.312.21 ,
35971,JOSEL S.L.U.,4000187.0,3.00 ,
35971,TAXI ECOLOGIC BCN,4000209.0,626.52 ,
35971,AZ CAPITAL SPEAR INVESTMENTS,2500005.0,,2.943.800.00 
35971,PRODWARE SPAIN,4000211.0,11.386.98 ,
35971,MULTIANAU. S.L.,4000220.0,7.412.47 ,
35971,PERDIDAS Y GANANCIAS     ,1290000.0,,3.926.456.07 
35971,INSTALACIONES TECNICAS   ,2120000.0,,13.544.88 
35971,APLICACIONES INFORMATICAS,2060000.0,,170.881.56 
35971,Deterioro de valor de participaciones,2960000.0,6.443.800.00 ,
35971,TELEFONICA MOVILES ESPAÑA. S.A.,4000004.0,3.00 ,
35971,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,636.00 ,
35971,RICOH ESPAÑA. S.L.,4000040.0,271.19 ,
35971,GONZALEZ-MENESES GARCIA-VALDESCASAS. MANUEL,4000858.0,1.508.30 ,
35971,SAFETY-DOC. S.L.,4000052.0,67.20 ,
35971,MOBILIARIO               ,2160000.0,,390.771.70 
35971,MYTAXI IBERIA. S.L.,4000146.0,449.85 ,
35971,VISAS,5200001.0,13.273.26 ,
35971,CULLIGAN WATER SPAIN. S.L.,4000417.0,163.57 ,
35971,HDA.P. RETENCION DIVIDENDOS,4751400.0,242.079.00 ,
35971,Reserva de Capitalización 2023,1145023.0,422.715.02 ,
35971,CIRCULO ECUESTRE,4000094.0,,145.00 
35975,ORGAN.S.SOCIAL ACREEDORES,4760000.0,,84.341.45 
35975,SEGURIDAD SOCIAL         ,6420000.0,84.341.45 ,
35976,SUELDOS Y SALARIOS       ,6400000.0,362.136.66 ,
35976,ORGAN.S.SOCIAL ACREEDORES,4760000.0,,13.669.83 
35976,SEGURO MEDICO EMPLEADOS,6250001.0,,651.45 
35976,OTROS GASTOS SOCIALES    ,6490000.0,,1.759.00 
35976,REMUNERAC.PENDIENTES PAGO,4650000.0,,222.407.29 
35976,HDA. P.ACREED.RETENCIONES,4751000.0,,121.749.09 
35976,HDA.P.RETENCIONES NO RESIDENTES,4751500.0,,1.900.00 
36,LA CAIXA 81270,5720700.0,,5.000.00 
36,STJ ADVISORS GROUP LIMITED,4100419.0,5.000.00 ,
360,LA CAIXA 81270,5720700.0,,4.738.50 
360,PILLALOS TIAYDE. S.L.,4000619.0,4.738.50 ,
361,RAMS COURIER. S.L.,4000698.0,46.54 ,
361,LA CAIXA 81270,5720700.0,,46.54 
362,LA CAIXA 81270,5720700.0,,274.50 
362,ERIC KAYSER ESPAÑA. S.L.,4000682.0,274.50 ,
363,LA CAIXA 81270,5720700.0,,45.01 
363,RAMS COURIER. S.L.,4000698.0,45.01 ,
364,LA CAIXA 81270,5720700.0,,65.35 
364,SERVICIOS INTEGRALES DE MANTENIMIENTO SIMALGA. S.L,4000651.0,65.35 ,
365,TINTORERIA ROMA. S.L.,4000789.0,97.20 ,
365,LA CAIXA 81270,5720700.0,,97.20 
366,LA CAIXA 81270,5720700.0,,92.808.91 
366,HOWDEN IBERIA. S.A.U.,4000659.0,92.808.91 ,
367,CABIFY ESPAÑA. S.A.,4000217.0,285.50 ,
367,LA CAIXA 81270,5720700.0,,285.50 
368,LA CAIXA 81270,5720700.0,,30.250.00 
368,BAKER McKENZIE MADRID. S.L.P.,4000790.0,30.250.00 ,
369,LA CAIXA 81270,5720700.0,,1.524.60 
369,PRODIGIOS VOLCAN. S.L.,4000635.0,1.524.60 ,
37,SERVICIOS BANCARIOS      ,6260000.0,7.50 ,
37,LA CAIXA 81270,5720700.0,,7.50 
370,FAINE BOADAS. S. L.,4100106.0,424.71 ,
370,LA CAIXA 81270,5720700.0,,424.71 
372,LA CAIXA 81270,5720700.0,,193.50 
372,TINTORERIA ROMA. S.L.,4000789.0,193.50 ,
373,IBAÑEZ LLUNDAIN. ANA MARIA,4000526.0,96.98 ,
373,LA CAIXA 81270,5720700.0,,96.98 
374,IF EXECUTIVES. S.L.U.,4000224.0,375.10 ,
374,LA CAIXA 81270,5720700.0,,375.10 
375,LA CAIXA 81270,5720700.0,,23.701.07 
375,M&A INVESTMENT NETWORK. S.L.,4000710.0,23.701.07 ,
376,LA CAIXA 81270,5720700.0,,1.848.15 
376,PLUG & GO ARQUITECTURA CORPORATIVA. S.L.,4100375.0,1.848.15 ,
377,SEGURCAIXA ADESLAS. S.A. DE SEGUROS Y REASEGUROS,4000113.0,651.48 ,
377,LA CAIXA 81270,5720700.0,,651.48 
378,OTROS GASTOS SOCIALES    ,6490000.0,560.00 ,
378,LA CAIXA 81270,5720700.0,,560.00 
379,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,10.790.50 ,
379,LA CAIXA 81270,5720700.0,,10.790.50 
38,LA CAIXA 81270,5720700.0,,5.000.00 
38,STJ ADVISORS GROUP LIMITED,4100419.0,5.000.00 ,
380,LA CAIXA 81270,5720700.0,,44.888.18 
380,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,44.888.18 ,
381,SERVICIOS BANCARIOS      ,6260000.0,8.00 ,
381,LA CAIXA 81270,5720700.0,,8.00 
382,SERVICIOS BANCARIOS      ,6260000.0,2.39 ,
382,LA CAIXA 81270,5720700.0,,2.39 
383,INMOBILIARIA COLONIAL. S.A.,4100186.0,258.78 ,
383,LA CAIXA 81270,5720700.0,,258.78 
384,LA CAIXA 81270,5720700.0,,27.688.09 
384,INMOBILIARIA COLONIAL. S.A.,4100186.0,27.688.09 ,
385,LA CAIXA 81270,5720700.0,,74.00 
385,OTROS GASTOS SOCIALES    ,6490000.0,74.00 ,
387,OTROS GASTOS SOCIALES    ,6490000.0,395.00 ,
387,LA CAIXA 81270,5720700.0,,395.00 
388,TFM TELEFONIA FABRICACION Y MANTENIMIENTO,4100403.0,88.86 ,
388,LA CAIXA 81270,5720700.0,,88.86 
389,BRUSI CATERING,4100208.0,2.638.35 ,
389,LA CAIXA 81270,5720700.0,,2.638.35 
39,SERVICIOS BANCARIOS      ,6260000.0,6.28 ,
39,LA CAIXA 81270,5720700.0,,6.28 
390,LA CAIXA 81270,5720700.0,,160.60 
390,NEW ESPRESSO. S.L.,4000652.0,160.60 ,
391,WERFEN. S.A.,4300458.0,,30.250.00 
391,LA CAIXA 81270,5720700.0,30.250.00 ,
392,JIMENEZ SAIZ. CARLOS,4300193.0,,6.050.00 
392,LA CAIXA 81270,5720700.0,6.050.00 ,
393,LA CAIXA 81270,5720700.0,,123.81 
393,TAXI ECOLOGIC BCN,4000209.0,123.81 ,
394,LA CAIXA 81270,5720700.0,,3.14 
394,SERVICIOS BANCARIOS      ,6260000.0,3.14 ,
395,LA CAIXA 81270,5720700.0,,2.090.07 
395,ALTRUM GROUP INC,4000158.0,2.090.07 ,
396,REMUNERAC.PENDIENTES PAGO,4650000.0,2.122.91 ,
396,LA CAIXA 81270,5720700.0,,2.122.91 
397,LA CAIXA 81270,5720700.0,,100.00 
397,GASTOS DE REPRESENTACION,6292200.0,100.00 ,
398,GASTOS DE REPRESENTACION,6292200.0,100.00 ,
398,LA CAIXA 81270,5720700.0,,100.00 
399,GASTOS DE REPRESENTACION,6292200.0,100.00 ,
399,LA CAIXA 81270,5720700.0,,100.00 
4,JIMENEZ SAINZ. CARLOS Fras.pendientes formalizar,4400193.0,,5.000.00 
4,JIMENEZ SAIZ. CARLOS,4300193.0,6.050.00 ,
4,HDA.P.IVA REPERCUTIDO    ,4770000.0,,1.050.00 
400,GASTOS DE REPRESENTACION,6292200.0,100.00 ,
400,LA CAIXA 81270,5720700.0,,100.00 
401,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,195.95 ,
401,LA CAIXA 81270,5720700.0,,195.95 
402,RICOH ESPAÑA. S.L.,4000040.0,419.58 ,
402,LA CAIXA 81270,5720700.0,,419.58 
403,LA CAIXA 81270,5720700.0,,754.58 
403,RICOH ESPAÑA. S.L.,4000040.0,754.58 ,
404,LA CAIXA 81270,5720700.0,,1.073.79 
404,ENDESA ENERGIA. S.A.,4000068.0,1.073.79 ,
405,LA CAIXA 81270,5720700.0,,1.648.87 
405,PRIMAS DE SEGUROS        ,6250000.0,1.648.87 ,
406,LA CAIXA 81270,5720700.0,,728.18 
406,BUNZL DISTRIBUTION SPAIN. S.A.,4000222.0,728.18 ,
407,BUNZL DISTRIBUTION SPAIN. S.A.,4000222.0,792.57 ,
407,LA CAIXA 81270,5720700.0,,792.57 
408,LA CAIXA 81270,5720700.0,6.050.00 ,
408,CORRAL RUBIO. JOSE ANTONIO,4300194.0,,6.050.00 
409,LA CAIXA 81270,5720700.0,,675.46 
409,ENDESA ENERGIA. S.A.,4000068.0,675.46 ,
41,SERVICIOS BANCARIOS      ,6260000.0,3.00 ,
41,LA CAIXA 81270,5720700.0,,3.00 
410,ENDESA ENERGIA. S.A.,4000068.0,732.05 ,
410,LA CAIXA 81270,5720700.0,,732.05 
412,INVERSEGUROS. S.A.,4300186.0,,96.800.00 
412,LA CAIXA 81270,5720700.0,96.800.00 ,
413,LA CAIXA 81270,5720700.0,145.92 ,
413,PRIMAS DE SEGUROS        ,6250000.0,,145.92 
414,MYTAXI IBERIA. S.L.,4000146.0,416.47 ,
414,LA CAIXA 81270,5720700.0,,416.47 
415,AH ENTERPRISE SERVICES. GmbH,4000800.0,27.25 ,
415,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,87.26 ,
415,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,50.65 ,
415,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,39.63 ,
415,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,36.08 ,
415,LA CAIXA 81270,5720700.0,,240.87 
416,LA CAIXA 81270,5720700.0,,4.798.60 
416,CXIOME ESPAÑA. S.A.,4000169.0,4.798.60 ,
417,HDA.P.RETENCIONES NO RESIDENTES,4751500.0,1.900.00 ,
417,LA CAIXA 81270,5720700.0,,1.900.00 
418,HDA.P. RETENCION PROFESIONALES,4751300.0,38.138.23 ,
418,HDA. P.ACREED.RETENCIONES,4751000.0,126.891.25 ,
418,LA CAIXA 81270,5720700.0,,165.029.48 
419,HDA.P.IVA REPERCUTIDO    ,4770000.0,39.060.97 ,
419,HDA.P.IVA SOPORTADO      ,4720000.0,,104.465.53 
419,HDA.P.DEUDORA POR IVA    ,4700000.0,,2.110.75 
419,HDA.P.DEUDORA POR IVA    ,4700000.0,67.515.31 ,
42,LA CAIXA 81270,5720700.0,,662.87 
42,MINGTANG CREATIVE (HONGKONG) LIMITED,4000695.0,662.87 ,
420,ADVIOR INTERNATIONAL CVBA,4000539.0,9.603.80 ,
420,LA CAIXA 81270,5720700.0,,9.603.80 
421,LA CAIXA 81270,5720700.0,,3.942.00 
421,PILLALOS TIAYDE. S.L.,4000619.0,3.942.00 ,
422,METEOR TRANSPORT URGENT. S.L.,4000637.0,45.77 ,
422,LA CAIXA 81270,5720700.0,,45.77 
423,LA CAIXA 81270,5720700.0,,1.018.00 
423,SEMOLA RESTAURACION. S.L.,4100127.0,1.018.00 ,
424,LA CAIXA 81270,5720700.0,,344.08 
424,SIMPLEFRUIT ESPAÑA. S.L.U.,4000520.0,344.08 ,
425,NOTARIOS MONTE ESQUINZA,4000054.0,71.60 ,
425,LA CAIXA 81270,5720700.0,,71.60 
426,LA CAIXA 81270,5720700.0,,15.12 
426,SERVICIOS BANCARIOS      ,6260000.0,15.12 ,
427,LA CAIXA 81270,5720700.0,,139.60 
427,VB GLOBAL GROUP. S.L.,4100402.0,139.60 ,
428,VB GLOBAL GROUP. S.L.,4100402.0,3.259.76 ,
428,LA CAIXA 81270,5720700.0,,3.259.76 
429,LA CAIXA 81270,5720700.0,,480.00 
429,OTROS GASTOS SOCIALES    ,6490000.0,480.00 ,
43,LA CAIXA 81270,5720700.0,,6.999.68 
43,REMUNERAC.PENDIENTES PAGO,4650000.0,6.999.68 ,
430,SIEMENS RENTING. S.A.,4000543.0,61.69 ,
430,LA CAIXA 81270,5720700.0,,61.69 
431,LA CAIXA 81270,5720700.0,,58.105.67 
431,LUCAYA FORCADA. FRANCISCO JORGE,4100189.0,58.105.67 ,
432,REMUNERAC.PENDIENTES PAGO,4650000.0,325.00 ,
432,LA CAIXA 81270,5720700.0,,325.00 
433,LA CAIXA 81270,5720700.0,3.750.00 ,
433,OTROS INGRE.FINANC.(C.C.),7690000.0,,3.750.00 
434,QEV TECHNOLOGIES,5210001.0,,75.000.00 
434,LA CAIXA 81270,5720700.0,75.000.00 ,
435,LA CAIXA 81270,5720700.0,,231.447.97 
435,REMUNERAC.PENDIENTES PAGO,4650000.0,231.447.97 ,
436,LA CAIXA 81270,5720700.0,,650.84 
436,GABINETE JURIDICO MF Y CA Abogados,4100024.0,650.84 ,
437,CARLOS TELLEZ ISLA,4100018.0,24.893.86 ,
437,LA CAIXA 81270,5720700.0,,24.893.86 
438,LA CAIXA 81270,5720700.0,,2.000.00 
438,CARLOS TELLEZ ISLA,4100018.0,2.000.00 ,
439,LA CAIXA 81270,5720700.0,,26.893.86 
439,VICTOR MATA BATLLE,4100011.0,26.893.86 ,
44,LA CAIXA 81270,5720700.0,,1.400.00 
44,PILLALOS TIAYDE. S.L.,4000619.0,1.400.00 ,
440,LA CAIXA 81270,5720700.0,,26.893.86 
440,ENRIQUE UGALDE REBOLLO,4100025.0,26.893.86 ,
441,FERNANDO SEBASTIAN SANZ,4100016.0,26.893.86 ,
441,LA CAIXA 81270,5720700.0,,26.893.86 
442,LA CAIXA 81270,5720700.0,,26.893.86 
442,XAVIER ESCUDERO RAFAS,4100009.0,26.893.86 ,
443,LA CAIXA 81270,5720700.0,,25.428.07 
443,FRANCISCO BOADA ROS,4100366.0,25.428.07 ,
444,LA CAIXA 81270,5720700.0,,25.428.07 
444,JAVIER JULIA CORUJO,4100365.0,25.428.07 ,
445,LA CAIXA 81270,5720700.0,,25.428.07 
445,ENRIQUE SALAMERO LAORDEN,4100364.0,25.428.07 ,
446,LA CAIXA 81270,5720700.0,,22.580.83 
446,ORGAN.S.SOCIAL ACREEDORES,4760000.0,22.580.83 ,
447,LA CAIXA 81270,5720700.0,,64.014.72 
447,ORGAN.S.SOCIAL ACREEDORES,4760000.0,64.014.72 ,
448,LA CAIXA 81270,5720700.0,,0.20 
448,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
449,LA CAIXA 81270,5720700.0,,0.20 
449,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
45,LA CAIXA 81270,5720700.0,,363.00 
45,UNIVERSID.DE LA IGLESIA DE DEUSTO,4000782.0,363.00 ,
450,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
450,LA CAIXA 81270,5720700.0,,0.20 
451,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
451,LA CAIXA 81270,5720700.0,,0.20 
452,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
452,LA CAIXA 81270,5720700.0,,0.20 
453,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
453,LA CAIXA 81270,5720700.0,,0.20 
454,VISAS,5200001.0,9.519.07 ,
454,LA CAIXA 81270,5720700.0,,9.519.07 
455,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,111.93 ,
455,LA CAIXA 81270,5720700.0,,111.93 
456,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,497.46 ,
456,LA CAIXA 81270,5720700.0,,497.46 
457,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,3.379.48 ,
457,LA CAIXA 81270,5720700.0,,3.379.48 
458,TELEFONICA MOVILES ESPAÑA. S.A.,4000004.0,420.28 ,
458,LA CAIXA 81270,5720700.0,,420.28 
459,LA CAIXA 81270,5720700.0,,651.48 
