Asiento,Comentario,Descripción,Cuenta,Debe,Haber
3354,Josel s/fra.P/78437/24,ARRENDAMIENTOS           ,6210000,100.00 ,
3355,Josel s/fra.P/78438/24,JOSEL S.L.U.,4000187,,121.00 
3355,Josel s/fra.P/78438/24,HDA.P.IVA SOPORTADO      ,4720000,21.00 ,
3355,Josel s/fra.P/78438/24,ARRENDAMIENTOS           ,6210000,100.00 ,
3356,Josel s/fra.P/78439/24,JOSEL S.L.U.,4000187,,121.00 
3356,Josel s/fra.P/78439/24,HDA.P.IVA SOPORTADO      ,4720000,21.00 ,
3356,Josel s/fra.P/78439/24,ARRENDAMIENTOS           ,6210000,100.00 ,
3357,Altum Headhunteras s/fra.106/2024,ALTUM HEADHUNTERS & CONSULTANTS. S.L.,4000826,,169.400.00 
3357,Altum Headhunteras s/fra.106/2024,HDA.P.IVA SOPORTADO      ,4720000,29.400.00 ,
3357,Altum Headhunteras s/fra.106/2024,SERV.PROFES.INDEPENDIENT.,6230000,140.000.00 ,
3358,Llorente y Cuenca Madrid s/fra.FR1-2432,LLORENTE Y CUENCA MADRID. S.L.,4000521,,8.384.49 
3358,Llorente y Cuenca Madrid s/fra.FR1-2432,HDA.P.IVA SOPORTADO      ,4720000,1.455.16 ,
3358,Llorente y Cuenca Madrid s/fra.FR1-2432,SERV.PROFES.INDEPENDIENT.,6230000,6.929.33 ,
3359,Samuel de Roman s/fra.0036,DE ROMAN PEREZ. SAMUEL,4000680,,159.00 
3359,Samuel de Roman s/fra.0036,HDA.P. RETENCION PROFESIONALES,4751300,,22.50 
3359,Samuel de Roman s/fra.0036,HDA.P.IVA SOPORTADO      ,4720000,31.50 ,
3359,Samuel de Roman s/fra.0036,OTROS SERVICIOS          ,6290000,150.00 ,
3360,Talengo s/fra.S-2024-00648,TALENGO. S.A.,4000839,,33.795.30 
3360,Talengo s/fra.S-2024-00648,HDA.P.IVA SOPORTADO      ,4720000,5.865.30 ,
3360,Talengo s/fra.S-2024-00648,FORMACION,6297000,27.930.00 ,
3361,Chateauform España s/fra.ES20242357,CHATEAUFORM ESPAÑA. S.A.U.,4000840,,5.912.06 
3361,Chateauform España s/fra.ES20242357,HDA.P.IVA SOPORTADO      ,4720000,1.026.06 ,
3361,Chateauform España s/fra.ES20242357,FORMACION,6297000,4.886.00 ,
3362,Finance Group s/fra.5065,FINANCE GROUP SOCIETY AW,4000792,,2.414.23 
3362,Finance Group s/fra.5065,PUBLIC.PROPAG.RELAC.PUBL.,6270000,2.414.23 ,
3364,Rams courier s/fra.R/24/0814,RAMS COURIER. S.L.,4000698,,131.24 
3364,Rams courier s/fra.R/24/0814,HDA.P.IVA SOPORTADO      ,4720000,22.78 ,
3364,Rams courier s/fra.R/24/0814,TRANSPORTES              ,6240000,108.46 ,
3366,Safety-Doc s/fra.241510,SAFETY-DOC. S.L.,4000052,,67.20 
3366,Safety-Doc s/fra.241510,HDA.P.IVA SOPORTADO      ,4720000,6.11 ,
3366,Safety-Doc s/fra.241510,OTROS SERVICIOS          ,6290000,61.09 ,
3367,Culligan water spain s/fra.2885855,CULLIGAN WATER SPAIN. S.L.,4000417,,97.89 
3367,Culligan water spain s/fra.2885855,HDA.P.IVA SOPORTADO      ,4720000,16.99 ,
3367,Culligan water spain s/fra.2885855,ALIMENTACIÓN,6291900,80.90 ,
3368,Culligan water spain s/fra.2885854,CULLIGAN WATER SPAIN. S.L.,4000417,,65.68 
3368,Culligan water spain s/fra.2885854,HDA.P.IVA SOPORTADO      ,4720000,11.40 ,
3368,Culligan water spain s/fra.2885854,ALIMENTACIÓN,6291900,54.28 ,
3369,Amazon s/fra.ES44M9TABEY,AMAZON BUSINESS EU. S.A.R.L Sucursal en España,4000844,,239.79 
3369,Amazon s/fra.ES44M9TABEY,HDA.P.IVA SOPORTADO      ,4720000,41.62 ,
3369,Amazon s/fra.ES44M9TABEY,MATERIAL DE OFICINA      ,6292000,198.17 ,
3370,Endesa energia s/fra.P24CON040079395,ENDESA ENERGIA. S.A.,4000068,,493.04 
3370,Endesa energia s/fra.P24CON040079395,HDA.P.IVA SOPORTADO      ,4720000,85.57 ,
3370,Endesa energia s/fra.P24CON040079395,SUMINISTROS ,6280000,407.47 ,
3371,Endesa energia s/fra.P24CON040695464,ENDESA ENERGIA. S.A.,4000068,,369.03 
3371,Endesa energia s/fra.P24CON040695464,HDA.P.IVA SOPORTADO      ,4720000,64.05 ,
3371,Endesa energia s/fra.P24CON040695464,SUMINISTROS ,6280000,304.98 ,
3372,TFM s/fra.LCR590,TFM TELEFONIA FABRICACION Y MANTENIMIENTO,4100403,,115.18 
3372,TFM s/fra.LCR590,HDA.P.IVA SOPORTADO      ,4720000,19.99 ,
3372,TFM s/fra.LCR590,COMUNICACIONES (TELEFONO),6281000,95.19 ,
3375,Endesa x servicios s/fra.E424NC00062196,ENDESA X SERVICIOS. S.L.,4000692,,25.60 
3375,Endesa x servicios s/fra.E424NC00062196,HDA.P.IVA SOPORTADO      ,4720000,4.44 ,
3375,Endesa x servicios s/fra.E424NC00062196,REPARACIONES Y CONSERVAC.,6220000,21.16 ,
3376,Endesa x servicios s/fra.E424NC00060446,ENDESA X SERVICIOS. S.L.,4000692,,25.60 
3376,Endesa x servicios s/fra.E424NC00060446,HDA.P.IVA SOPORTADO      ,4720000,4.44 ,
3376,Endesa x servicios s/fra.E424NC00060446,REPARACIONES Y CONSERVAC.,6220000,21.16 ,
33773,Ricoh España s/fra.844740738,RICOH ESPAÑA. S.L.,4000040,,271.19 
33773,Ricoh España s/fra.844740738,HDA.P.IVA SOPORTADO      ,4720000,47.07 ,
33773,Ricoh España s/fra.844740738,ARRENDAMIENTOS           ,6210000,224.12 ,
33774,Ricoh España s/fra.844756846,RICOH ESPAÑA. S.L.,4000040,,530.43 
33774,Ricoh España s/fra.844756846,HDA.P.IVA SOPORTADO      ,4720000,92.06 ,
33774,Ricoh España s/fra.844756846,ARRENDAMIENTOS           ,6210000,438.37 ,
33775,Amazon s/fra.ES44Q4MABY,AMAZON BUSINESS EU. S.A.R.L Sucursal en España,4000844,,52.21 
33775,Amazon s/fra.ES44Q4MABY,HDA.P.IVA SOPORTADO      ,4720000,9.06 ,
33775,Amazon s/fra.ES44Q4MABY,MATERIAL DE OFICINA      ,6292000,43.15 ,
33779,Ana Maria Ibañez s/fra.4499,IBAÑEZ LLUNDAIN. ANA MARIA,4000526,,96.98 
33779,Ana Maria Ibañez s/fra.4499,HDA.P.IVA SOPORTADO      ,4720000,16.83 ,
33779,Ana Maria Ibañez s/fra.4499,OTROS SERVICIOS          ,6290000,80.15 ,
33780,Renfe viajeros s/fra.14668600,RENFE VIAJEROS,4100152,,82.26 
33780,Renfe viajeros s/fra.14668600,HDA.P.IVA SOPORTADO      ,4720000,7.48 ,
33780,Renfe viajeros s/fra.14668600,GASTOS DE VIAJE          ,6291000,74.78 ,
33781,Renfe viajeros s/fra.14668601,RENFE VIAJEROS,4100152,,82.26 
33781,Renfe viajeros s/fra.14668601,HDA.P.IVA SOPORTADO      ,4720000,7.48 ,
33781,Renfe viajeros s/fra.14668601,GASTOS DE VIAJE          ,6291000,74.78 ,
33782,Intermod.de Levante s/fra.V_2105287,INTERMODALIDAD DE LEVANTE. S.A.,4000841,,151.50 
33782,Intermod.de Levante s/fra.V_2105287,HDA.P.IVA SOPORTADO      ,4720000,13.77 ,
33782,Intermod.de Levante s/fra.V_2105287,GASTOS DE VIAJE          ,6291000,137.73 ,
33783,Multianau s/fra.FV24100310,MULTIANAU. S.L.,4000220,,3.706.47 
33783,Multianau s/fra.FV24100310,HDA.P.IVA SOPORTADO      ,4720000,643.27 ,
33783,Multianau s/fra.FV24100310,LIMPIEZA,6291500,3.063.20 ,
33784,MyA Investement network s/fra.AZ/10,M&A INVESTMENT NETWORK. S.L.,4000710,,22.687.50 
33784,MyA Investement network s/fra.AZ/10,HDA.P.IVA SOPORTADO      ,4720000,3.937.50 ,
33784,MyA Investement network s/fra.AZ/10,SERV.PROFES.INDEPENDIENT.,6230000,18.750.00 ,
33785,TFM s/fra.LCR869,TFM TELEFONIA FABRICACION Y MANTENIMIENTO,4100403,,119.87 
33785,TFM s/fra.LCR869,HDA.P.IVA SOPORTADO      ,4720000,20.80 ,
33785,TFM s/fra.LCR869,GASTOS DE VIAJE          ,6291000,99.07 ,
33786,Chateauform España s/fra.ES20242527,CHATEAUFORM ESPAÑA. S.A.U.,4000840,,2.884.64 
33786,Chateauform España s/fra.ES20242527,HDA.P.IVA SOPORTADO      ,4720000,500.64 ,
33786,Chateauform España s/fra.ES20242527,FORMACION,6297000,2.384.00 ,
33788,Simplefruit España s/fra.C-008688,SIMPLEFRUIT ESPAÑA. S.L.U.,4000520,,368.51 
33788,Simplefruit España s/fra.C-008688,HDA.P.IVA SOPORTADO      ,4720000,7.23 ,
33788,Simplefruit España s/fra.C-008688,ALIMENTACIÓN,6291900,361.28 ,
33789,Reg.merc.Sevilla s/fra.2024/4573,REGISTRO MERCANTIL DE SEVILLA,4000198,,11.60 
33789,Reg.merc.Sevilla s/fra.2024/4573,HDA.P.IVA SOPORTADO      ,4720000,2.01 ,
33789,Reg.merc.Sevilla s/fra.2024/4573,SERV.PROFES.INDEPENDIENT.,6230000,9.59 ,
33790,Lyreco España s/fra.7340292326,LYRECO ESPAÑA..S.A.,4100111,,465.84 
33790,Lyreco España s/fra.7340292326,HDA.P.IVA SOPORTADO      ,4720000,62.12 ,
33790,Lyreco España s/fra.7340292326,MATERIAL DE OFICINA      ,6292000,403.72 ,
33791,Amazon s/fra.ES44ZREABY,AMAZON BUSINESS EU. S.A.R.L Sucursal en España,4000844,,20.39 
33791,Amazon s/fra.ES44ZREABY,HDA.P.IVA SOPORTADO      ,4720000,3.54 ,
33791,Amazon s/fra.ES44ZREABY,MATERIAL DE OFICINA      ,6292000,16.85 ,
33792,Amazon s/fra.ES44ZH1ABEY,AMAZON BUSINESS EU. S.A.R.L Sucursal en España,4000844,,21.56 
33792,Amazon s/fra.ES44ZH1ABEY,HDA.P.IVA SOPORTADO      ,4720000,3.74 ,
33792,Amazon s/fra.ES44ZH1ABEY,MATERIAL DE OFICINA      ,6292000,17.82 ,
33793,Cxiome s/fra.FAC-CXM2410-185 (2 portatil,CXIOME ESPAÑA. S.A.,4000169,,3.442.35 
33793,Cxiome s/fra.FAC-CXM2410-185 (2 portatil,HDA.P.IVA SOPORTADO      ,4720000,597.43 ,
33793,Cxiome s/fra.FAC-CXM2410-185 (2 portatil,EQUIPOS PROCESOS INFORM. ,2170000,2.844.92 ,
33794,Amazon s/fra.ES44XYGABEY,AMAZON BUSINESS EU. S.A.R.L Sucursal en España,4000844,,41.12 
33794,Amazon s/fra.ES44XYGABEY,HDA.P.IVA SOPORTADO      ,4720000,3.74 ,
33794,Amazon s/fra.ES44XYGABEY,MATERIAL DE OFICINA      ,6292000,37.38 ,
33795,STJ Advisors group s/fra.1482.2,STJ ADVISORS GROUP LIMITED,4100419,,2.591.11 
33795,STJ Advisors group s/fra.1482.2,HDA.P.IVA SOPORTADO      ,4720000,544.13 ,
33795,STJ Advisors group s/fra.1482.2,STJ ADVISORS GROUP LIMITED,6070419,2.591.11 ,
33795,STJ Advisors group s/fra.1482.2,HDA.P.IVA REPERCUTIDO    ,4770000,,544.13 
33796,Amazon s/fra.ES44Y2ZABEY,AMAZON BUSINESS EU. S.A.R.L Sucursal en España,4000844,,16.99 
33796,Amazon s/fra.ES44Y2ZABEY,HDA.P.IVA SOPORTADO      ,4720000,2.95 ,
33796,Amazon s/fra.ES44Y2ZABEY,MATERIAL DE OFICINA      ,6292000,14.04 ,
33797,VB Global s/fra.RGE-90234,VB GLOBAL GROUP. S.L.,4100402,,865.40 
33797,VB Global s/fra.RGE-90234,HDA.P.IVA SOPORTADO      ,4720000,87.11 ,
33797,VB Global s/fra.RGE-90234,GASTOS DE VIAJE          ,6291000,778.29 ,
33798,VB Global s/fra.BI-84529,VB GLOBAL GROUP. S.L.,4100402,,10.246.01 
33798,VB Global s/fra.BI-84529,HDA.P.IVA SOPORTADO      ,4720000,909.89 ,
33798,VB Global s/fra.BI-84529,GASTOS DE VIAJE          ,6291000,9.336.12 ,
33799,Mytaxi s/fa.998-96864,MYTAXI IBERIA. S.L.,4000146,,1.319.53 
33799,Mytaxi s/fa.998-96864,HDA.P.IVA SOPORTADO      ,4720000,123.84 ,
33799,Mytaxi s/fa.998-96864,TRANSPORTES              ,6240000,1.195.69 ,
33800,Mercadona s/fra.A-V2024-00005272661,MERCADONA. S.A.,4100121,,2.180.49 
33800,Mercadona s/fra.A-V2024-00005272661,HDA.P.IVA SOPORTADO      ,4720000,226.71 ,
33800,Mercadona s/fra.A-V2024-00005272661,ALIMENTACIÓN,6291900,1.953.78 ,
33801,Seidro consulting s/fra.802420357,SEIDOR CONSULTING,4000537,,980.10 
33801,Seidro consulting s/fra.802420357,HDA.P.IVA SOPORTADO      ,4720000,170.10 ,
33801,Seidro consulting s/fra.802420357,MANTENIMIENTO SOFTWARE,6221000,810.00 ,
33802,Martinez Ferrando y asoc.s/fra.338/2024,MARTINEZ FERRANDO Y ASOC.,4000003,,2.904.00 
33802,Martinez Ferrando y asoc.s/fra.338/2024,HDA.P.IVA SOPORTADO      ,4720000,504.00 ,
33802,Martinez Ferrando y asoc.s/fra.338/2024,SERV.PROFES.INDEPENDIENT.,6230000,2.400.00 ,
33803,Tueclu s/fra.12427,TUECLU. S.L.,4000379,,707.85 
33803,Tueclu s/fra.12427,HDA.P.IVA SOPORTADO      ,4720000,122.85 ,
33803,Tueclu s/fra.12427,OTROS SERVICIOS          ,6290000,585.00 ,
33804,Iberolactal s/fra.FV2424812,IBEROLACTAL IMPORT-EXPORT. S.L.,4000842,,416.57 
33804,Iberolactal s/fra.FV2424812,HDA.P.IVA SOPORTADO      ,4720000,37.87 ,
33804,Iberolactal s/fra.FV2424812,PUBLIC.PROPAG.RELAC.PUBL.,6270000,378.70 ,
33805,Novumprop Europe s/fra.S085/2024,NOVUMPROP EUROPE. S.L.U.,4000843,,2.860.00 
33805,Novumprop Europe s/fra.S085/2024,HDA.P.IVA SOPORTADO      ,4720000,260.00 ,
33805,Novumprop Europe s/fra.S085/2024,PUBLIC.PROPAG.RELAC.PUBL.,6270000,2.600.00 ,
33806,Pancracio chocolates s/fra.24.000.261,PANCRACIO CHOCOLATES. S.A.,4000817,,8.062.34 
33806,Pancracio chocolates s/fra.24.000.261,HDA.P.IVA SOPORTADO      ,4720000,741.94 ,
33806,Pancracio chocolates s/fra.24.000.261,PUBLIC.PROPAG.RELAC.PUBL.,6270000,7.320.40 ,
33807,Amazon s/fra.ES44TVNABY,AMAZON BUSINESS EU. S.A.R.L Sucursal en España,4000844,,26.47 
33807,Amazon s/fra.ES44TVNABY,HDA.P.IVA SOPORTADO      ,4720000,4.59 ,
33807,Amazon s/fra.ES44TVNABY,MATERIAL DE OFICINA      ,6292000,21.88 ,
33808,Amazon s/fra.ES44Q66ABEY,AMAZON BUSINESS EU. S.A.R.L Sucursal en España,4000844,,46.15 
33808,Amazon s/fra.ES44Q66ABEY,HDA.P.IVA SOPORTADO      ,4720000,8.01 ,
33808,Amazon s/fra.ES44Q66ABEY,MATERIAL DE OFICINA      ,6292000,38.14 ,
33809,Gabinete juridico s/fra.10034,GABINETE JURIDICO MF Y CA Abogados,4100024,,650.84 
33809,Gabinete juridico s/fra.10034,HDA.P. RETENCION PROFESIONALES,4751300,,92.10 
33809,Gabinete juridico s/fra.10034,HDA.P.IVA SOPORTADO      ,4720000,128.94 ,
33809,Gabinete juridico s/fra.10034,SERV.PROFES.INDEPENDIENT.,6230000,614.00 ,
33810,Telefonica moviles s/fra.28-J4U1-008320,TELEFONICA MOVILES ESPAÑA. S.A.,4000004,,395.97 
33810,Telefonica moviles s/fra.28-J4U1-008320,HDA.P.IVA SOPORTADO      ,4720000,68.72 ,
33810,Telefonica moviles s/fra.28-J4U1-008320,COMUNICACIONES (TELEFONO),6281000,327.25 ,
33811,Telefonica s/fra.60-J498-406610,TELEFONICA DE ESPAÑA. S.A.U.,4000013,,524.05 
33811,Telefonica s/fra.60-J498-406610,HDA.P.IVA SOPORTADO      ,4720000,90.95 ,
33811,Telefonica s/fra.60-J498-406610,COMUNICACIONES (TELEFONO),6281000,433.10 ,
33812,Telefonica s/fra.60-J498-406611,TELEFONICA DE ESPAÑA. S.A.U.,4000013,,111.93 
33812,Telefonica s/fra.60-J498-406611,HDA.P.IVA SOPORTADO      ,4720000,19.43 ,
33812,Telefonica s/fra.60-J498-406611,COMUNICACIONES (TELEFONO),6281000,92.50 ,
33813,Telefonica s/fra.TA7DP0086603,TELEFONICA DE ESPAÑA. S.A.U.,4000013,,3.258.07 
33813,Telefonica s/fra.TA7DP0086603,HDA.P.IVA SOPORTADO      ,4720000,565.45 ,
33813,Telefonica s/fra.TA7DP0086603,COMUNICACIONES (TELEFONO),6281000,2.692.62 ,
33817,Pillalos Tiayde s/fra.2024/17/AZ,PILLALOS TIAYDE. S.L.,4000619,,3.874.50 
33817,Pillalos Tiayde s/fra.2024/17/AZ,HDA.P.IVA SOPORTADO      ,4720000,352.23 ,
33817,Pillalos Tiayde s/fra.2024/17/AZ,COMIDAS EMPLEADOS,6292100,3.522.27 ,
33818,Pillalos tiayde s/fra.2024/18/AZ,PILLALOS TIAYDE. S.L.,4000619,,3.753.00 
33818,Pillalos tiayde s/fra.2024/18/AZ,HDA.P.IVA SOPORTADO      ,4720000,341.18 ,
33818,Pillalos tiayde s/fra.2024/18/AZ,COMIDAS EMPLEADOS,6292100,3.411.82 ,
33819,Cxiome s/fra.FAC-CXM2410-237 (Portatil),CXIOME ESPAÑA. S.A.,4000169,,1.699.00 
33819,Cxiome s/fra.FAC-CXM2410-237 (Portatil),HDA.P.IVA SOPORTADO      ,4720000,294.87 ,
33819,Cxiome s/fra.FAC-CXM2410-237 (Portatil),EQUIPOS PROCESOS INFORM. ,2170000,1.404.13 ,
33820,Carlos Tellez s/fra.0291,CARLOS TELLEZ ISLA,4100018,,26.973.27 
33820,Carlos Tellez s/fra.0291,HDA.P. RETENCION PROFESIONALES,4751300,,3.816.97 
33820,Carlos Tellez s/fra.0291,HDA.P.IVA SOPORTADO      ,4720000,5.343.76 ,
33820,Carlos Tellez s/fra.0291,CARLOS TELLEZ,6070018,25.446.48 ,
33821,Enrique Salamero s/fra.96/2024,ENRIQUE SALAMERO LAORDEN,4100364,,26.973.27 
33821,Enrique Salamero s/fra.96/2024,HDA.P. RETENCION PROFESIONALES,4751300,,3.816.97 
33821,Enrique Salamero s/fra.96/2024,HDA.P.IVA SOPORTADO      ,4720000,5.343.76 ,
33821,Enrique Salamero s/fra.96/2024,ENRIQUE SALAMERO LARODEN,6070364,25.446.48 ,
33822,Enrique Ugalde s/fra.0259,ENRIQUE UGALDE REBOLLO,4100025,,26.973.27 
33822,Enrique Ugalde s/fra.0259,HDA.P. RETENCION PROFESIONALES,4751300,,3.816.97 
33822,Enrique Ugalde s/fra.0259,HDA.P.IVA SOPORTADO      ,4720000,5.343.76 ,
33822,Enrique Ugalde s/fra.0259,ENRIQUE UGALDE REBOLLO,6070025,25.446.48 ,
33823,Fernando Sebastian s/fra.0280,FERNANDO SEBASTIAN SANZ,4100016,,26.973.27 
33823,Fernando Sebastian s/fra.0280,HDA.P. RETENCION PROFESIONALES,4751300,,3.816.97 
33823,Fernando Sebastian s/fra.0280,HDA.P.IVA SOPORTADO      ,4720000,5.343.76 ,
33823,Fernando Sebastian s/fra.0280,FERNANDO SEBASTIAN,6070016,25.446.48 ,
33824,Francisco Boada s/fra.96/2024,FRANCISCO BOADA ROS,4100366,,26.973.27 
33824,Francisco Boada s/fra.96/2024,HDA.P. RETENCION PROFESIONALES,4751300,,3.816.97 
33824,Francisco Boada s/fra.96/2024,HDA.P.IVA SOPORTADO      ,4720000,5.343.76 ,
33824,Francisco Boada s/fra.96/2024,FRANCISCO BOADA ROS,6070366,25.446.48 ,
33825,Javier Julia s/fra.96/2024,JAVIER JULIA CORUJO,4100365,,26.973.27 
33825,Javier Julia s/fra.96/2024,HDA.P. RETENCION PROFESIONALES,4751300,,3.816.97 
33825,Javier Julia s/fra.96/2024,HDA.P.IVA SOPORTADO      ,4720000,5.343.76 ,
33825,Javier Julia s/fra.96/2024,JAVIER JULIA CORUJO,6070365,25.446.48 ,
33826,Jorge Lucaya s/fra.24,LUCAYA FORCADA. FRANCISCO JORGE,4100189,,58.105.67 
33826,Jorge Lucaya s/fra.24,HDA.P. RETENCION PROFESIONALES,4751300,,8.222.50 
33826,Jorge Lucaya s/fra.24,HDA.P.IVA SOPORTADO      ,4720000,11.511.50 ,
33826,Jorge Lucaya s/fra.24,LUCAYA FORCADA. JORGE FRANCISCO,6070189,54.816.67 ,
33827,Victor Mata s/fra.0297,VICTOR MATA BATLLE,4100011,,26.973.27 
33827,Victor Mata s/fra.0297,HDA.P. RETENCION PROFESIONALES,4751300,,3.816.97 
33827,Victor Mata s/fra.0297,HDA.P.IVA SOPORTADO      ,4720000,5.343.76 ,
33827,Victor Mata s/fra.0297,VICTOR MATA,6070011,25.446.48 ,
33828,Xavier Escudero s/fra.0294,XAVIER ESCUDERO RAFAS,4100009,,26.973.27 
33828,Xavier Escudero s/fra.0294,HDA.P. RETENCION PROFESIONALES,4751300,,3.816.97 
33828,Xavier Escudero s/fra.0294,HDA.P.IVA SOPORTADO      ,4720000,5.343.76 ,
33828,Xavier Escudero s/fra.0294,XAVIER ESCUDERO,6070009,25.446.48 ,
33829,Juan Gonzalez s/fra.9,JUAN GONZALEZ PEDROL,4100436,,26.973.27 
33829,Juan Gonzalez s/fra.9,HDA.P. RETENCION PROFESIONALES,4751300,,3.816.97 
33829,Juan Gonzalez s/fra.9,HDA.P.IVA SOPORTADO      ,4720000,5.343.76 ,
33829,Juan Gonzalez s/fra.9,JUAN GONZALEZ PEDROL,6070436,25.446.48 ,
33830,Inmobiliaria colonial s/fra.2401005396,INMOBILIARIA COLONIAL. S.A.,4100186,,28.540.90 
33830,Inmobiliaria colonial s/fra.2401005396,HDA.P.IVA SOPORTADO      ,4720000,4.953.38 ,
33830,Inmobiliaria colonial s/fra.2401005396,ARRENDAMIENTOS           ,6210000,23.587.52 ,
33831,Inmobiliaria colonial s/fra.2401005397,INMOBILIARIA COLONIAL. S.A.,4100186,,258.78 
33831,Inmobiliaria colonial s/fra.2401005397,HDA.P.IVA SOPORTADO      ,4720000,44.91 ,
33831,Inmobiliaria colonial s/fra.2401005397,SUMINISTROS Y GASTOS DE COMUNIDAD,6210001,213.87 ,
33832,New espresso s/fra.950/0017928,NEW ESPRESSO. S.L.,4000652,,209.88 
33832,New espresso s/fra.950/0017928,HDA.P.IVA SOPORTADO      ,4720000,19.08 ,
33832,New espresso s/fra.950/0017928,ALIMENTACIÓN,6291900,190.80 ,
33833,Aena s/fra.5851946173,AENA S.M.E.. S.A.,4000232,,24.30 
33833,Aena s/fra.5851946173,HDA.P.IVA SOPORTADO      ,4720000,4.22 ,
33833,Aena s/fra.5851946173,TRANSPORTES              ,6240000,20.08 ,
33834,Dabba s/fra.304342599,DABBA,4000046,,392.00 
33834,Dabba s/fra.304342599,HDA.P.IVA SOPORTADO      ,4720000,35.64 ,
33834,Dabba s/fra.304342599,ALIMENTACIÓN,6291900,356.36 ,
33835,New espresso s/fra.950/0007135,NEW ESPRESSO. S.L.,4000652,,22.22 
33835,New espresso s/fra.950/0007135,HDA.P.IVA SOPORTADO      ,4720000,2.02 ,
33835,New espresso s/fra.950/0007135,ALIMENTACIÓN,6291900,20.20 ,
33836,New espresso s/fra.950/0006513,NEW ESPRESSO. S.L.,4000652,,175.56 
33836,New espresso s/fra.950/0006513,HDA.P.IVA SOPORTADO      ,4720000,15.96 ,
33836,New espresso s/fra.950/0006513,ALIMENTACIÓN,6291900,159.60 ,
33996,S.social septiembre,ORGAN.S.SOCIAL ACREEDORES,4760000,21.404.70 ,
33996,S.social septiembre,LA CAIXA 81270,5720700,,21.404.70 
33997,S.social septiembre,ORGAN.S.SOCIAL ACREEDORES,4760000,66.046.40 ,
33997,S.social septiembre,LA CAIXA 81270,5720700,,66.046.40 
34004,Ecotaxi s/fra.ECOAB-2024-1032,TAXI ECOLOGIC BCN,4000209,,635.14 
34004,Ecotaxi s/fra.ECOAB-2024-1032,HDA.P.IVA SOPORTADO      ,4720000,59.42 ,
34004,Ecotaxi s/fra.ECOAB-2024-1032,TRANSPORTES              ,6240000,575.72 ,
34007,Rosendo Mila s/fra.24VF046867,ROSENDO MILA. S.L.,4100347,,19.85 
34007,Rosendo Mila s/fra.24VF046867,HDA.P.IVA SOPORTADO      ,4720000,1.80 ,
34007,Rosendo Mila s/fra.24VF046867,ALIMENTACIÓN,6291900,18.05 ,
34008,Rosendo Mila s/fra.24VF046868,ROSENDO MILA. S.L.,4100347,,37.05 
34008,Rosendo Mila s/fra.24VF046868,HDA.P.IVA SOPORTADO      ,4720000,3.37 ,
34008,Rosendo Mila s/fra.24VF046868,ALIMENTACIÓN,6291900,33.68 ,
34009,Rosendo Mila s/fra.24VF046869,ROSENDO MILA. S.L.,4100347,,37.05 
34009,Rosendo Mila s/fra.24VF046869,HDA.P.IVA SOPORTADO      ,4720000,3.37 ,
34009,Rosendo Mila s/fra.24VF046869,ALIMENTACIÓN,6291900,33.68 ,
34010,Rosendo Mila s/fra.24VF046870,ROSENDO MILA. S.L.,4100347,,37.05 
34010,Rosendo Mila s/fra.24VF046870,HDA.P.IVA SOPORTADO      ,4720000,3.37 ,
34010,Rosendo Mila s/fra.24VF046870,ALIMENTACIÓN,6291900,33.68 ,
34011,Rosendo Mila s/fra.24VF046871,ROSENDO MILA. S.L.,4100347,,37.05 
34011,Rosendo Mila s/fra.24VF046871,HDA.P.IVA SOPORTADO      ,4720000,3.37 ,
34011,Rosendo Mila s/fra.24VF046871,ALIMENTACIÓN,6291900,33.68 ,
34012,Rosendo Mila s/fra.24VF046872,ROSENDO MILA. S.L.,4100347,,37.05 
34012,Rosendo Mila s/fra.24VF046872,HDA.P.IVA SOPORTADO      ,4720000,3.37 ,
34012,Rosendo Mila s/fra.24VF046872,ALIMENTACIÓN,6291900,33.68 ,
34013,Rosendo Mila s/fra.24VF046873,ROSENDO MILA. S.L.,4100347,,22.84 
34013,Rosendo Mila s/fra.24VF046873,HDA.P.IVA SOPORTADO      ,4720000,2.08 ,
34013,Rosendo Mila s/fra.24VF046873,ALIMENTACIÓN,6291900,20.76 ,
34014,El taller de la limpieza s/fra.20240359,EL TALLER DE LA LIMPIEZA. S.L.,4000072,,2.509.90 
34014,El taller de la limpieza s/fra.20240359,HDA.P.IVA SOPORTADO      ,4720000,435.60 ,
34014,El taller de la limpieza s/fra.20240359,LIMPIEZA,6291500,2.074.30 ,
34015,La vanguardia s/fra.1150638978,LA VANGUARDIA,4000303,,11.90 
34015,La vanguardia s/fra.1150638978,HDA.P.IVA SOPORTADO      ,4720000,0.46 ,
34015,La vanguardia s/fra.1150638978,SUSCRIPCIONES,6296000,11.44 ,
34016,Brusi catering s/fra.2024/0949,BRUSI CATERING,4100208,,4.249.69 
34016,Brusi catering s/fra.2024/0949,HDA.P.IVA SOPORTADO      ,4720000,386.34 ,
34016,Brusi catering s/fra.2024/0949,COMIDAS EMPLEADOS,6292100,3.863.35 ,
34157,Reg.merc.Sevilla,REGISTRO MERCANTIL DE SEVILLA,4000198,11.60 ,
34157,Reg.merc.Sevilla,COLEGIO DE REGISTRADORES,4100188,,11.60 
34175,Mercadona,MERCADONA. S.A.,4100121,2.180.49 ,
34175,Mercadona (Lisbeth),CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009,,867.10 
34175,Mercadona,VISAS,5200001,,1.313.39 
